,combined_score,technical_score,seasonal_score,sector_boost,technical_direction,direction,momentum_score,trend_score,volatility_score,volume_score,position_size,symbol,market_regime,entry_date,exit_date,entry_price,exit_price,return,adjusted_return
2023-10-02 04:00:00+00:00,0.5955208363244164,0.6364583376063093,0.5,0,LONG,LONG,0.7033694098427609,0.439738250251128,0.8,0.6027256903313485,0.0528656250897325,NVDA,MIXED,2023-10-02 04:00:00+00:00,2023-10-06 04:00:00+00:00,62.71,64.97,-0.03603890926487,-0.0014763557850501904
2023-10-02 04:00:00+00:00,0.5922416777603658,0.6317738253719513,0.5,0,LONG,LONG,0.48305898491083665,0.8,0.666643080871987,0.5773932357049815,0.052767250332810975,FDX,MIXED,2023-10-02 04:00:00+00:00,2023-10-06 04:00:00+00:00,62.71,64.97,-0.03603890926487,-0.0014763557850501904
2023-10-02 04:00:00+00:00,0.57875,0.6125,0.5,0,SHORT,SHORT,0.55,0.5,0.8,0.6,0.041890000000000004,NEE,MIXED,2023-10-02 04:00:00+00:00,2023-10-06 04:00:00+00:00,62.71,64.97,-0.03603890926487,-0.0014763557850501904
2023-10-02 04:00:00+00:00,0.5774050127904731,0.6105785897006759,0.5,0,NEUTRAL,NEUTRAL,0.4962657613967023,0.5424027648593186,0.8,0.6036458325466827,0.0523221503837142,TSLA,MIXED,2023-10-02 04:00:00+00:00,2023-10-06 04:00:00+00:00,62.71,64.97,-0.03603890926487,-0.0014763557850501904
2023-10-02 04:00:00+00:00,0.5656374546100253,0.5937677923000362,0.5,0,SHORT,SHORT,0.4867180866119445,0.7,0.8,0.3883530825882,0.041575298910640615,VLO,MIXED,2023-10-02 04:00:00+00:00,2023-10-06 04:00:00+00:00,62.71,64.97,-0.03603890926487,-0.0014763557850501904
2023-10-02 04:00:00+00:00,0.5532122374564241,0.5760174820806059,0.5,0,LONG,LONG,0.6296972049689442,0.30000000000000004,0.8,0.5743727233534792,0.05159636712369273,AMD,MIXED,2023-10-02 04:00:00+00:00,2023-10-06 04:00:00+00:00,62.71,64.97,-0.03603890926487,-0.0014763557850501904
2023-10-02 04:00:00+00:00,0.5524720604756161,0.5749600863937374,0.5,0,NEUTRAL,NEUTRAL,0.5458126858275518,0.3836386237406034,0.8,0.5703890360067946,0.051574161814268486,AMZN,MIXED,2023-10-02 04:00:00+00:00,2023-10-06 04:00:00+00:00,62.71,64.97,-0.03603890926487,-0.0014763557850501904
2023-10-02 04:00:00+00:00,0.5485188788202179,0.5693126840288827,0.5,0,SHORT,SHORT,0.5474820143884892,0.5,0.7881401238041643,0.44162859792287723,0.04116445309168523,NEM,MIXED,2023-10-02 04:00:00+00:00,2023-10-06 04:00:00+00:00,62.71,64.97,-0.03603890926487,-0.0014763557850501904
2023-10-02 04:00:00+00:00,0.5416802421453407,0.5595432030647725,0.5,0,NEUTRAL,NEUTRAL,0.4181752278376143,0.5901001109604449,0.6435218652830925,0.5863756081779379,0.051250407264360226,GOOGL,MIXED,2023-10-02 04:00:00+00:00,2023-10-06 04:00:00+00:00,62.71,64.97,-0.03603890926487,-0.0014763557850501904
2023-10-02 04:00:00+00:00,0.5402336150534205,0.5574765929334579,0.5,0,SHORT,SHORT,0.55,0.5,0.6799063717338314,0.5,0.040965606761282095,SO,MIXED,2023-10-02 04:00:00+00:00,2023-10-06 04:00:00+00:00,62.71,64.97,-0.03603890926487,-0.0014763557850501904
2023-10-03 04:00:00+00:00,0.57875,0.6125,0.5,0,SHORT,SHORT,0.55,0.5,0.8,0.6,0.041890000000000004,NEE,MIXED,2023-10-03 04:00:00+00:00,2023-10-09 04:00:00+00:00,64.03,65.91,-0.029361236920193587,-0.0012049127803959389
2023-10-03 04:00:00+00:00,0.5748297917909945,0.6068997025585636,0.5,0,NEUTRAL,NEUTRAL,0.670662581386442,0.3389216845836448,0.8,0.618014544264168,0.052244893753729836,NVDA,MIXED,2023-10-03 04:00:00+00:00,2023-10-09 04:00:00+00:00,64.03,65.91,-0.029361236920193587,-0.0012049127803959389
2023-10-03 04:00:00+00:00,0.5565343995128039,0.5807634278754342,0.5,0,SHORT,SHORT,0.55,0.5,0.7940723008885464,0.47898141061319033,0.0413568255883073,NEM,MIXED,2023-10-03 04:00:00+00:00,2023-10-09 04:00:00+00:00,64.03,65.91,-0.029361236920193587,-0.0012049127803959389
2023-10-03 04:00:00+00:00,0.5558925213619712,0.5798464590885304,0.5,0,NEUTRAL,NEUTRAL,0.55,0.3882166978664301,0.8,0.5811691384876914,0.05167677564085914,AMZN,MIXED,2023-10-03 04:00:00+00:00,2023-10-09 04:00:00+00:00,64.03,65.91,-0.029361236920193587,-0.0012049127803959389
2023-10-03 04:00:00+00:00,0.5543382853113935,0.5776261218734193,0.5,0,NEUTRAL,NEUTRAL,0.55,0.5,0.6626589188277503,0.5978455686659271,0.05163014855934181,MSFT,MIXED,2023-10-03 04:00:00+00:00,2023-10-09 04:00:00+00:00,64.03,65.91,-0.029361236920193587,-0.0012049127803959389
2023-10-03 04:00:00+00:00,0.5537332936844781,0.5767618481206831,0.5,0,NEUTRAL,NEUTRAL,0.7077683615819208,0.21004035591238054,0.8,0.589238674988431,0.05161199881053435,AMD,MIXED,2023-10-03 04:00:00+00:00,2023-10-09 04:00:00+00:00,64.03,65.91,-0.029361236920193587,-0.0012049127803959389
2023-10-03 04:00:00+00:00,0.5529037976699407,0.575576853814201,0.5,0,LONG,LONG,0.728363978269954,0.5,0.5267413279432198,0.5472021090436301,0.051587113930098225,AAPL,MIXED,2023-10-03 04:00:00+00:00,2023-10-09 04:00:00+00:00,64.03,65.91,-0.029361236920193587,-0.0012049127803959389
2023-10-03 04:00:00+00:00,0.5472884663365214,0.5675549519093164,0.5,0,SHORT,SHORT,0.5142473118279569,0.5,0.8,0.45597249580930876,0.04113492319207652,VLO,MIXED,2023-10-03 04:00:00+00:00,2023-10-09 04:00:00+00:00,64.03,65.91,-0.029361236920193587,-0.0012049127803959389
2023-10-03 04:00:00+00:00,0.5448416880107383,0.5640595543010547,0.5,0,NEUTRAL,NEUTRAL,0.5471834891459355,0.3394055721979236,0.8,0.5696491558603594,0.05134525064032215,TSLA,MIXED,2023-10-03 04:00:00+00:00,2023-10-09 04:00:00+00:00,64.03,65.91,-0.029361236920193587,-0.0012049127803959389
2023-10-03 04:00:00+00:00,0.543230614555677,0.5617580207938243,0.5,0,SHORT,SHORT,0.55,0.5,0.6970320831752971,0.5,0.04103753474933625,SO,MIXED,2023-10-03 04:00:00+00:00,2023-10-09 04:00:00+00:00,64.03,65.91,-0.029361236920193587,-0.0012049127803959389
2023-10-04 04:00:00+00:00,0.5851682568575353,0.6216689383679075,0.5,0,NEUTRAL,NEUTRAL,0.47643835616438346,0.5955448960659555,0.8,0.6146925012412912,0.05255504770572606,TSLA,MIXED,2023-10-04 04:00:00+00:00,2023-10-09 04:00:00+00:00,260.05,255.72,-0.016650644106902566,-0.0008540459732630118
2023-10-04 04:00:00+00:00,0.5752334359445245,0.6074763370636065,0.5,0,LONG,LONG,0.6531181015452537,0.4071417596150895,0.8,0.5696454870940824,0.05225700307833574,NVDA,MIXED,2023-10-04 04:00:00+00:00,2023-10-09 04:00:00+00:00,260.05,255.72,-0.016650644106902566,-0.0008540459732630118
2023-10-04 04:00:00+00:00,0.5641051203164201,0.5915787433091717,0.5,0,NEUTRAL,NEUTRAL,0.55,0.5,0.6922055312375646,0.6241094419991221,0.05192315360949261,SO,MIXED,2023-10-04 04:00:00+00:00,2023-10-09 04:00:00+00:00,260.05,255.72,-0.016650644106902566,-0.0008540459732630118
2023-10-04 04:00:00+00:00,0.56125,0.5875,0.5,0,SHORT,SHORT,0.55,0.5,0.8,0.5,0.04147000000000001,NEE,MIXED,2023-10-04 04:00:00+00:00,2023-10-09 04:00:00+00:00,260.05,255.72,-0.016650644106902566,-0.0008540459732630118
2023-10-04 04:00:00+00:00,0.5586246688682273,0.5837495269546105,0.5,0,NEUTRAL,NEUTRAL,0.55,0.4293976556564597,0.8,0.5556004521619824,0.05175874006604682,AMZN,MIXED,2023-10-04 04:00:00+00:00,2023-10-09 04:00:00+00:00,260.05,255.72,-0.016650644106902566,-0.0008540459732630118
