,combined_score,technical_score,seasonal_score,sector_boost,technical_direction,direction,momentum_score,trend_score,volatility_score,volume_score,position_size,symbol,market_regime,entry_date,exit_date,entry_price,exit_price,return,adjusted_return
2023-04-03 04:00:00+00:00,0.6273804248497991,0.681972035499713,0.5,0,LONG,LONG,0.516416705122289,0.8,0.778051678051678,0.6334197588248844,0.05382141274549397,XLE,MIXED,2023-04-03 04:00:00+00:00,2023-04-10 04:00:00+00:00,279.65,275.79,-0.013802967995708768,-0.0007212833785224699
2023-04-03 04:00:00+00:00,0.6262638049877922,0.6803768642682746,0.5,0,LONG,LONG,0.5058144301721781,0.8,0.7476497289118644,0.6680432979890557,0.05378791414963377,CVX,MIXED,2023-04-03 04:00:00+00:00,2023-04-10 04:00:00+00:00,279.65,275.79,-0.013802967995708768,-0.0007212833785224699
2023-04-03 04:00:00+00:00,0.6220777269628687,0.6743967528040982,0.5,0,LONG,LONG,0.4819605568445477,0.8,0.8,0.6156264543718448,0.05366233180888606,EOG,MIXED,2023-04-03 04:00:00+00:00,2023-04-10 04:00:00+00:00,279.65,275.79,-0.013802967995708768,-0.0007212833785224699
2023-04-03 04:00:00+00:00,0.6054231257601179,0.6506044653715971,0.5,0,LONG,LONG,0.5166532647153426,0.6491072754203202,0.8,0.6366573213507255,0.05316269377280354,VLO,MIXED,2023-04-03 04:00:00+00:00,2023-04-10 04:00:00+00:00,279.65,275.79,-0.013802967995708768,-0.0007212833785224699
2023-04-03 04:00:00+00:00,0.5995331551087126,0.6421902215838752,0.5,0,LONG,LONG,0.540242973833587,0.5916722698166543,0.8,0.6368456426852593,0.052985994653261384,TSLA,MIXED,2023-04-03 04:00:00+00:00,2023-04-10 04:00:00+00:00,279.65,275.79,-0.013802967995708768,-0.0007212833785224699
2023-04-03 04:00:00+00:00,0.5972968909834069,0.6389955585477242,0.5,0,LONG,LONG,0.44999999999999996,0.8,0.7605639935575699,0.5454182406333269,0.05291890672950221,FDX,MIXED,2023-04-03 04:00:00+00:00,2023-04-10 04:00:00+00:00,279.65,275.79,-0.013802967995708768,-0.0007212833785224699
2023-04-03 04:00:00+00:00,0.5959263993891378,0.637037713413054,0.5,0,LONG,LONG,0.4967176702862786,0.8,0.6851022183558068,0.5663309650101305,0.05287779198167414,SO,MIXED,2023-04-03 04:00:00+00:00,2023-04-10 04:00:00+00:00,279.65,275.79,-0.013802967995708768,-0.0007212833785224699
2023-04-03 04:00:00+00:00,0.5826200027077071,0.6180285752967245,0.5,0,LONG,LONG,0.5411304456685027,0.6386055358104856,0.6923320011153453,0.6000463185925643,0.052478600081231216,DE,MIXED,2023-04-03 04:00:00+00:00,2023-04-10 04:00:00+00:00,279.65,275.79,-0.013802967995708768,-0.0007212833785224699
2023-04-03 04:00:00+00:00,0.5767945771147404,0.6097065387353434,0.5,0,LONG,LONG,0.5643987341772151,0.6000000000000001,0.7413778906089781,0.5330495301551803,0.052303837313442215,CAT,MIXED,2023-04-03 04:00:00+00:00,2023-04-10 04:00:00+00:00,279.65,275.79,-0.013802967995708768,-0.0007212833785224699
2023-04-03 04:00:00+00:00,0.5751890915700425,0.6524129879572036,0.395,0,LONG,LONG,0.44999999999999996,0.8,0.8,0.5596519518288148,0.05225567274710128,NVDA,MIXED,2023-04-03 04:00:00+00:00,2023-04-10 04:00:00+00:00,279.65,275.79,-0.013802967995708768,-0.0007212833785224699
