period,with_seasonality_win_rate,without_seasonality_win_rate,with_seasonality_avg_return,without_seasonality_avg_return,with_seasonality_profit_factor,without_seasonality_profit_factor,with_seasonality_sharpe,without_seasonality_sharpe,with_seasonality_max_drawdown,without_seasonality_max_drawdown,improvement_win_rate,improvement_avg_return,improvement_profit_factor,improvement_sharpe,improvement_max_drawdown
Full Year 2023,50.0,49.71887550200803,-0.024776157852684496,-0.03421193893106893,0.9678122150219864,0.95574437170766,-0.18017869744676074,-0.24922510602081832,1039089800.9757844,1125203773.9361367,0.2811244979919678,0.009435781078384432,0.01206784331432642,0.06904640857405758,86113972.9603523
Q1 2023,48.5,49.0,0.05536134552689468,0.0773212426578173,1.060830812540152,1.0901204389946584,0.3326254651896467,0.48573866674797483,1039089800.9757844,1125203773.9361367,-0.5,-0.02195989713092262,-0.02928962645450639,-0.15311320155832814,86113972.9603523
Q2 2023,49.5,48.333333333333336,-0.07152247783170226,-0.10539835503838622,0.9054589448491224,0.8674126075347321,-0.5219520646809477,-0.7508626002267597,162904.94771981525,71137.36821027785,1.1666666666666643,0.03387587720668396,0.03804633731439022,0.22891053554581198,-91767.57950953739
Q3 2023,48.064516129032256,49.03225806451613,-0.11500747476184765,-0.1220368835128396,0.8366049258559385,0.8353782392623884,-1.018985564076109,-1.0209185698685186,115.71905442703923,1133.6518533847884,-0.9677419354838719,0.00702940875099195,0.0012266865935500748,0.0019330057924096256,1017.9327989577491
Q4 2023,50.967741935483865,50.32258064516129,0.027828775507646848,0.04424356321913043,1.0415880935372426,1.068964998707338,0.22559413836382483,0.36301317147699913,345809.8063709806,1262308.2182930924,0.6451612903225765,-0.01641478771148358,-0.02737690517009539,-0.1374190331131743,916498.4119221119
