symbol,direction,entry_date,entry_price,exit_date,exit_price,stop_loss,take_profit,exit_reason,profit_pct,profit_usd,duration_days
LIN,LONG,2023-03-09 05:00:00+00:00,345.92,2023-03-16 04:00:00+00:00,338.29,323.3985714285714,360.93428571428575,signal,-2.2057123034227555,-220.57123034227556,7
LIN,SHORT,2023-03-16 04:00:00+00:00,338.29,2023-03-17 04:00:00+00:00,330.49,369.1942857142858,317.6871428571429,signal,2.3057140323391208,230.57140323391206,2
LIN,LONG,2023-03-17 04:00:00+00:00,330.49,2023-03-20 04:00:00+00:00,338.81,298.2742857142857,351.96714285714285,signal,2.51747405367787,251.747405367787,4
LIN,SHORT,2023-03-20 04:00:00+00:00,338.81,2023-03-31 04:00:00+00:00,355.44,370.3228571428572,317.8014285714286,end_of_period,-4.908355715592809,-490.83557155928094,12
NVDA,LONG,2023-03-09 05:00:00+00:00,234.36,2023-03-14 04:00:00+00:00,240.63,208.24230000000003,251.7718,signal,2.6753712237583125,267.53712237583125,5
NVDA,SHORT,2023-03-14 04:00:00+00:00,240.63,2023-03-27 04:00:00+00:00,265.31,269.7006857142857,221.24954285714284,signal,-10.256410256410259,-1025.6410256410259,14
NVDA,LONG,2023-03-27 04:00:00+00:00,265.31,2023-03-29 04:00:00+00:00,269.84,236.78784285714283,284.32477142857147,signal,1.7074365836191523,170.7436583619152,3
NVDA,SHORT,2023-03-29 04:00:00+00:00,269.84,2023-03-31 04:00:00+00:00,277.77,296.6342857142857,251.97714285714284,end_of_period,-2.938778535428405,-293.8778535428405,3
NEE,LONG,2023-03-09 05:00:00+00:00,73.76,2023-03-14 04:00:00+00:00,74.55,69.02857142857145,76.91428571428571,signal,1.0710412147505315,107.10412147505315,5
NEE,SHORT,2023-03-14 04:00:00+00:00,74.55,2023-03-21 04:00:00+00:00,75.36,79.3692857142857,71.33714285714287,signal,-1.086519114688132,-108.6519114688132,8
NEE,LONG,2023-03-21 04:00:00+00:00,75.36,2023-03-24 04:00:00+00:00,75.69,69.93702857142857,78.97531428571429,signal,0.43789808917197226,43.78980891719723,4
NEE,SHORT,2023-03-24 04:00:00+00:00,75.69,2023-03-31 04:00:00+00:00,77.08,81.37958571428572,71.89694285714285,end_of_period,-1.8364381027876873,-183.6438102787687,8
VLO,LONG,2023-03-09 05:00:00+00:00,132.28,2023-03-14 04:00:00+00:00,131.62,116.39941428571431,142.86705714285713,signal,-0.4989416389476841,-49.89416389476841,5
