symbol,combined_score,technical_score,seasonal_score,technical_direction,momentum_score,trend_score,volatility_score,volume_score,date,market_regime,entry_price,exit_price,return_pct,max_return_pct,max_drawdown_pct
NKE,0.6954110272931302,0.6835997819357703,0.5,LONG,0.7279636711281072,0.6000000000000001,0.6734051453670784,0.8,2023-10-02,TRENDING,94.56,98.65,4.3252961082910435,4.64255499153976,0.8777495769881516
FDX,0.6720376052563415,0.6540878854246736,0.5,LONG,0.5180739632321503,0.7760914095698231,0.6563316308211887,0.6226100197274166,2023-10-02,TRENDING,265.11,255.46,-3.639998491192342,0.6076722869752249,4.7263400098072506
SNAP,0.6687762698492625,0.6499700376884627,0.5,LONG,0.7845744680851066,0.5,0.8,0.6250906779243153,2023-10-02,TRENDING,8.74,9.11,4.233409610983974,4.462242562929064,3.947368421052644
PINS,0.6514377424602814,0.6280779576518705,0.5,LONG,0.7478260869565216,0.5,0.8,0.5631690957417035,2023-10-02,TRENDING,27.04,28.46,5.25147928994083,7.396449704142016,4.863165680473369
RBLX,0.6475289445653036,0.6231426067743733,0.5,LONG,0.5820175438596491,0.6000000000000001,0.8,0.607752670682715,2023-10-02,TRENDING,28.68,31.76,10.73919107391912,11.297071129707126,2.7196652719665315
COIN,0.6404094407421995,0.6141533342704539,0.5,LONG,0.7831665332265814,0.42894765544342883,0.8,0.5779650209265941,2023-10-02,TRENDING,75.31,77.35,2.708803611738131,8.976098791661148,6.506440047802419
PLTR,0.630138309215537,0.6011847338580012,0.5,LONG,0.5844059405940593,0.5,0.8,0.7,2023-10-02,TRENDING,15.88,17.92,12.846347607052898,16.12090680100755,6.6750629722921895
OKTA,0.6036295321705576,0.643929905792441,0.5,NEUTRAL,0.55,0.6956898135353369,0.7822532730427467,0.5858852499970744,2023-10-02,TRENDING,80.72,87.97,8.981665014866213,9.018830525272548,6.503964321110011
TMO,0.5950193941939612,0.5568426694368197,0.5,LONG,0.7744566447815261,0.34201238765191067,0.6495995134328109,0.5743001726356006,2023-10-02,TRENDING,495.79,492.63,-0.6373666269993361,2.2590209564533392,1.089211157949943
NET,0.582320757666886,0.5408090374581893,0.5,LONG,0.6456030150753768,0.32166965364994293,0.8,0.6378907212823571,2023-10-02,TRENDING,62.51,65.29,4.447288433850605,6.942889137737951,9.278515437529988
SNPS,0.6785952913850704,0.6623677921528666,0.5,LONG,0.6563438346049718,0.7365987982351258,0.5691121917424473,0.5807956323823291,2023-10-03,TRENDING,450.72,496.23,10.097177848775285,11.52378416755413,0.5469027334043419
PFE,0.6757382648979511,0.6587604354772109,0.5,LONG,0.7147748592870544,0.6000000000000001,0.6464422510312315,0.7,2023-10-03,TRENDING,33.9,32.92,-2.890855457227126,0.6194690265486802,3.3333333333333215
FDX,0.6657828013004676,0.6461904056824086,0.5,LONG,0.48305898491083665,0.8,0.6666430808720035,0.5773932357049815,2023-10-03,TRENDING,260.19,252.04,-3.132326376878436,2.0408163265306145,3.8856220454283386
RBLX,0.6570964391119272,0.6352227766564736,0.5,LONG,0.624326805385557,0.6000000000000001,0.8,0.6022649937463678,2023-10-03,TRENDING,28.42,31.63,11.294862772695268,12.456016889514432,1.8296973961998697
ZS,0.6477899056010946,0.6234721030316851,0.5,LONG,0.6924345076784103,0.5047416925058268,0.8,0.6252608807761089,2023-10-03,TRENDING,151.46,170.65,12.670011884325882,16.406972137858176,1.2115410009243432
YUM,0.6325803517579216,0.6042681209064665,0.5,LONG,0.7639204545454545,0.5,0.4751953698741038,0.6547553932217274,2023-10-03,TRENDING,122.99,116.25,-5.480120334986582,1.4228799089356814,5.931376534677613
UNH,0.6308356576232971,0.6020652242718396,0.5,LONG,0.44999999999999996,0.7121976591979138,0.5931959833314364,0.6350800421298063,2023-10-03,TRENDING,509.47,525.54,3.154258346909522,3.7509568767542856,0.5613676958407754
NVDA,0.6276026904891928,0.5979831950621122,0.5,LONG,0.7033694098427609,0.439738250251128,0.8,0.6027256903313485,2023-10-03,TRENDING,435.17,469.45,7.877381253303306,9.40322172943906,0.6227451340855339
PINS,0.6179021834061137,0.5857350800582243,0.5,LONG,0.6453056768558953,0.5,0.8,0.5,2023-10-03,TRENDING,25.95,27.77,7.013487475915214,11.907514450867062,0.8670520231213841
PLTR,0.6115994414374131,0.5777770725219862,0.5,LONG,0.5781187122736418,0.5,0.8,0.5743821921610637,2023-10-03,TRENDING,14.9,17.94,20.4026845637584,23.75838926174496,0.5369127516778538
NKE,0.6475123738679361,0.623121684176687,0.5,LONG,0.6234657039711189,0.6000000000000001,0.697622177485991,0.6149258432968118,2023-10-04,TRENDING,95.89,99.91,4.192303681301479,5.167379288768381,0.8655751381791643
UNH,0.6367333780954003,0.6095118410295457,0.5,LONG,0.45537875829753977,0.7366922264264935,0.5990584052334501,0.6091582714408996,2023-10-04,TRENDING,510.62,539.4,5.636285300223243,6.627237476009573,0.7853198072930945
AMAT,0.633699263177149,0.6056808878499355,0.5,LONG,0.8153169014084509,0.37748947959253276,0.759305776143108,0.6188668213892251,2023-10-04,TRENDING,139.3,141.14,1.3208901651112548,6.5326633165829096,2.9791816223977086
PFE,0.6336173815071328,0.6055775019029452,0.5,LONG,0.6127358490566037,0.6000000000000001,0.5975821064030222,0.611638172707925,2023-10-04,TRENDING,33.31,32.11,-3.602521765235678,2.3113179225457747,3.8877214049834907
RBLX,0.6318445486226866,0.6033390765437961,0.5,LONG,0.5633620689655172,0.6000000000000001,0.8,0.5254818736432763,2023-10-04,TRENDING,29.59,30.51,3.10915849949307,8.009462656302802,5.711388982764454
MRNA,0.6294145257338344,0.6002708658255484,0.5,LONG,0.7624433363553944,0.4308038336181468,0.8,0.529877933998918,2023-10-04,TRENDING,104.26,98.3,-5.716478035680039,1.6125071935545687,6.426242087089973
AI,0.6243296016522044,0.5938505071366217,0.5,LONG,0.75,0.4290144657868019,0.8,0.5187429187289319,2023-10-04,TRENDING,24.11,24.75,2.654500207382826,14.060555785980933,3.0692658647863857
AAPL,0.6149372757553928,0.5819915097921626,0.5,LONG,0.728363978269954,0.5,0.5267413279432545,0.5472021090436301,2023-10-04,TRENDING,173.66,178.85,2.9885984106875485,4.998272486467825,1.549003800529769
ATVI,0.6051493227692474,0.5696329832945043,0.5,LONG,0.4503694581280785,0.8,0.23459565589738818,0.5340114029243981,2023-10-04,TRENDING,93.75,94.42,0.7146666666666635,0.874666666666668,0.1280000000000059
SNAP,0.589565733468675,0.6243968520398264,0.5,NEUTRAL,0.7228165938864631,0.5,0.8,0.5866517154373507,2023-10-04,TRENDING,8.69,8.68,-0.11507479861909697,7.364787111622562,3.394706559263516
