,combined_score,technical_score,seasonal_score,sector_boost,technical_direction,direction,momentum_score,trend_score,volatility_score,volume_score,position_size,symbol,market_regime,entry_date,exit_date,entry_price,exit_price,return,adjusted_return
2023-07-03 04:00:00+00:00,0.6249753855585598,0.6487802209030473,0.5,0,LONG,LONG,0.6133059573424858,0.8,0.6818149262697033,0.5,0.053749261566756794,CAT,TRENDING,2023-07-03 04:00:00+00:00,2023-07-07 04:00:00+00:00,406.48,405.28,0.0029521747687464217,0.00011808699074985689
2023-07-03 04:00:00+00:00,0.613347945263352,0.614938030075419,0.605,0,NEUTRAL,NEUTRAL,0.5391548709408828,0.6205972493607933,0.8,0.5,0.053400438357900565,AMD,TRENDING,2023-07-03 04:00:00+00:00,2023-07-07 04:00:00+00:00,406.48,405.28,0.0029521747687464217,0.00011808699074985689
2023-07-03 04:00:00+00:00,0.6107471305204792,0.6118418220481896,0.605,0,NEUTRAL,NEUTRAL,0.30021959009848287,0.8,0.8,0.5471476980942755,0.05332241391561438,TSLA,TRENDING,2023-07-03 04:00:00+00:00,2023-07-07 04:00:00+00:00,406.48,405.28,0.0029521747687464217,0.00011808699074985689
2023-07-03 04:00:00+00:00,0.5981170418009176,0.6168060021439496,0.5,0,LONG,LONG,0.593494683827644,0.8,0.5737293247481545,0.5,0.052943511254027534,CCI,TRENDING,2023-07-03 04:00:00+00:00,2023-07-07 04:00:00+00:00,406.48,405.28,0.0029521747687464217,0.00011808699074985689
2023-07-03 04:00:00+00:00,0.5780813253171782,0.5729539587109264,0.605,0,NEUTRAL,NEUTRAL,0.4803264604810994,0.7,0.611489374362606,0.5,0.052342439759515344,GOOGL,TRENDING,2023-07-03 04:00:00+00:00,2023-07-07 04:00:00+00:00,406.48,405.28,0.0029521747687464217,0.00011808699074985689
2023-07-03 04:00:00+00:00,0.5746785599729096,0.5689030475867971,0.605,0,LONG,LONG,0.44999999999999996,0.8,0.5215069356762445,0.5041052546709438,0.052240356799187294,AAPL,TRENDING,2023-07-03 04:00:00+00:00,2023-07-07 04:00:00+00:00,406.48,405.28,0.0029521747687464217,0.00011808699074985689
2023-07-03 04:00:00+00:00,0.5691712817493517,0.5823467639873235,0.5,0,LONG,LONG,0.44999999999999996,0.6788085292447326,0.7005785267045618,0.5,0.05207513845248055,FDX,TRENDING,2023-07-03 04:00:00+00:00,2023-07-07 04:00:00+00:00,406.48,405.28,0.0029521747687464217,0.00011808699074985689
2023-07-03 04:00:00+00:00,0.5606911126748904,0.5522513246129647,0.605,0,NEUTRAL,NEUTRAL,0.30900529845185865,0.8,0.8,0.3,0.05182073338024672,NVDA,TRENDING,2023-07-03 04:00:00+00:00,2023-07-07 04:00:00+00:00,406.48,405.28,0.0029521747687464217,0.00011808699074985689
2023-07-03 04:00:00+00:00,0.5599554596869978,0.5713755472464259,0.5,0,LONG,LONG,0.5875954198473282,0.5,0.6979067691383756,0.5,0.05179866379060993,EOG,TRENDING,2023-07-03 04:00:00+00:00,2023-07-07 04:00:00+00:00,406.48,405.28,0.0029521747687464217,0.00011808699074985689
2023-07-03 04:00:00+00:00,0.4940986620907958,0.4929745977271378,0.5,0,SHORT,SHORT,0.18055555555555536,0.8,0.6913428353529958,0.3,0.04000000000000001,DE,TRENDING,2023-07-03 04:00:00+00:00,2023-07-07 04:00:00+00:00,406.48,405.28,0.0029521747687464217,0.00011808699074985689
2023-07-05 04:00:00+00:00,0.621213161178819,0.6243013823557368,0.605,0,NEUTRAL,NEUTRAL,0.5193592057761734,0.6417634971419344,0.8,0.5360828265048394,0.05363639483536457,AMD,TRENDING,2023-07-05 04:00:00+00:00,2023-07-10 04:00:00+00:00,114.29,115.77,0.012949514393210165,0.0006738057457285477
2023-07-05 04:00:00+00:00,0.6197344137480543,0.6225409687476837,0.605,0,NEUTRAL,NEUTRAL,0.35433709449929485,0.8,0.8,0.5358267804914396,0.053592032412441634,NVDA,TRENDING,2023-07-05 04:00:00+00:00,2023-07-10 04:00:00+00:00,114.29,115.77,0.012949514393210165,0.0006738057457285477
2023-07-05 04:00:00+00:00,0.6174284247775691,0.6197957437828203,0.605,0,NEUTRAL,NEUTRAL,0.3162949572729833,0.8,0.8,0.5628880178582976,0.053522852743327076,TSLA,TRENDING,2023-07-05 04:00:00+00:00,2023-07-10 04:00:00+00:00,114.29,115.77,0.012949514393210165,0.0006738057457285477
2023-07-05 04:00:00+00:00,0.6064116567213516,0.6266805437158947,0.5,0,LONG,LONG,0.5570726172465958,0.8,0.609715113705548,0.539934443911435,0.05319234970164055,CCI,TRENDING,2023-07-05 04:00:00+00:00,2023-07-10 04:00:00+00:00,114.29,115.77,0.012949514393210165,0.0006738057457285477
2023-07-05 04:00:00+00:00,0.5901962678031786,0.5873765092894984,0.605,0,LONG,LONG,0.45705798479087395,0.8,0.5263215011974917,0.5661265511696278,0.05270588803409536,AAPL,TRENDING,2023-07-05 04:00:00+00:00,2023-07-10 04:00:00+00:00,114.29,115.77,0.012949514393210165,0.0006738057457285477
2023-07-05 04:00:00+00:00,0.5826377922063282,0.5983783240551526,0.5,0,NEUTRAL,NEUTRAL,0.35321609016711997,0.8,0.6701340984671436,0.5701631075863468,0.052479133766189845,DE,TRENDING,2023-07-05 04:00:00+00:00,2023-07-10 04:00:00+00:00,114.29,115.77,0.012949514393210165,0.0006738057457285477
2023-07-05 04:00:00+00:00,0.5811571803024096,0.5766156908362019,0.605,0,NEUTRAL,NEUTRAL,0.44079497907949783,0.6893803810614567,0.5962237418670224,0.5800636613368307,0.05243471540907229,GOOGL,TRENDING,2023-07-05 04:00:00+00:00,2023-07-10 04:00:00+00:00,114.29,115.77,0.012949514393210165,0.0006738057457285477
2023-07-05 04:00:00+00:00,0.5691607521036239,0.5623342286947903,0.605,0,NEUTRAL,NEUTRAL,0.321717171717172,0.8,0.6032177807552883,0.5244019623067008,0.05207482256310872,AMZN,TRENDING,2023-07-05 04:00:00+00:00,2023-07-10 04:00:00+00:00,114.29,115.77,0.012949514393210165,0.0006738057457285477
2023-07-05 04:00:00+00:00,0.5689025593406006,0.5620268563578579,0.605,0,NEUTRAL,NEUTRAL,0.37660038797284223,0.8,0.5272653002059342,0.5442417372526549,0.05206707678021802,MSFT,TRENDING,2023-07-05 04:00:00+00:00,2023-07-10 04:00:00+00:00,114.29,115.77,0.012949514393210165,0.0006738057457285477
2023-07-05 04:00:00+00:00,0.5677760963809965,0.5806858290249958,0.5,0,LONG,LONG,0.5741663010092145,0.5000930560419917,0.6880160852715929,0.560467873777184,0.052033282891429895,EOG,TRENDING,2023-07-05 04:00:00+00:00,2023-07-10 04:00:00+00:00,114.29,115.77,0.012949514393210165,0.0006738057457285477
2023-07-06 04:00:00+00:00,0.6357795633832714,0.6416423373610374,0.605,0,NEUTRAL,NEUTRAL,0.43777890466531466,0.8,0.8,0.5287904447788352,0.05407338690149814,NVDA,TRENDING,2023-07-06 04:00:00+00:00,2023-07-11 04:00:00+00:00,240.58,252.85,-0.051001745781029104,-0.0020619954339613027
2023-07-06 04:00:00+00:00,0.6183713102070189,0.6209182264369273,0.605,0,NEUTRAL,NEUTRAL,0.332981178173921,0.8,0.8,0.5506917275737879,0.05355113930621057,TSLA,TRENDING,2023-07-06 04:00:00+00:00,2023-07-11 04:00:00+00:00,240.58,252.85,-0.051001745781029104,-0.0020619954339613027
2023-07-06 04:00:00+00:00,0.5886154841497377,0.585494623987783,0.605,0,LONG,LONG,0.4588362068965511,0.8,0.5203764978763377,0.5627657911782429,0.05265846452449213,AAPL,TRENDING,2023-07-06 04:00:00+00:00,2023-07-11 04:00:00+00:00,240.58,252.85,-0.051001745781029104,-0.0020619954339613027
2023-07-06 04:00:00+00:00,0.5866230764772861,0.5831227100920072,0.605,0,NEUTRAL,NEUTRAL,0.3762029710963992,0.8,0.5358750120090572,0.6204128572625724,0.052598692294318586,MSFT,TRENDING,2023-07-06 04:00:00+00:00,2023-07-11 04:00:00+00:00,240.58,252.85,-0.051001745781029104,-0.0020619954339613027
2023-07-06 04:00:00+00:00,0.5858251102912306,0.5821727503467031,0.605,0,NEUTRAL,NEUTRAL,0.55,0.6593878771217478,0.8,0.3193031242650646,0.05257475330873692,AMD,TRENDING,2023-07-06 04:00:00+00:00,2023-07-11 04:00:00+00:00,240.58,252.85,-0.051001745781029104,-0.0020619954339613027
2023-07-06 04:00:00+00:00,0.5831557738367696,0.5789949688532972,0.605,0,NEUTRAL,NEUTRAL,0.36288265306122436,0.8,0.6114712651829923,0.5416259571689719,0.052494673215103094,AMZN,TRENDING,2023-07-06 04:00:00+00:00,2023-07-11 04:00:00+00:00,240.58,252.85,-0.051001745781029104,-0.0020619954339613027
2023-07-06 04:00:00+00:00,0.5718308284201581,0.5655128909763787,0.605,0,NEUTRAL,NEUTRAL,0.4648058252427184,0.6727080526987921,0.5623086032374199,0.5622290827265847,0.05215492485260474,GOOGL,TRENDING,2023-07-06 04:00:00+00:00,2023-07-11 04:00:00+00:00,240.58,252.85,-0.051001745781029104,-0.0020619954339613027
2023-07-06 04:00:00+00:00,0.5652269311631155,0.5776511085275184,0.5,0,NEUTRAL,NEUTRAL,0.5570726172465958,0.8,0.6256239173366205,0.3279078995268575,0.05195680793489347,CCI,TRENDING,2023-07-06 04:00:00+00:00,2023-07-11 04:00:00+00:00,240.58,252.85,-0.051001745781029104,-0.0020619954339613027
2023-07-06 04:00:00+00:00,0.538576312365588,0.5459241813876048,0.5,0,NEUTRAL,NEUTRAL,0.45496347228190787,0.7224572619566048,0.680919887638505,0.3253561036734015,0.05115728937096764,FDX,TRENDING,2023-07-06 04:00:00+00:00,2023-07-11 04:00:00+00:00,240.58,252.85,-0.051001745781029104,-0.0020619954339613027
2023-07-06 04:00:00+00:00,0.5179124609562988,0.5213243582813081,0.5,0,SHORT,SHORT,0.42712513199577595,0.7,0.5490934163077541,0.4090788848217022,0.04042989906295118,CAT,TRENDING,2023-07-06 04:00:00+00:00,2023-07-11 04:00:00+00:00,240.58,252.85,-0.051001745781029104,-0.0020619954339613027
2023-07-07 04:00:00+00:00,0.6182698248636186,0.6207974105519269,0.605,0,NEUTRAL,NEUTRAL,0.3378076613264119,0.8,0.8,0.5453819808812961,0.05354809474590856,TSLA,TRENDING,2023-07-07 04:00:00+00:00,2023-07-12 04:00:00+00:00,119.48,118.93,0.0046032808838299055,0.0001879045386915114
2023-07-07 04:00:00+00:00,0.603877987701577,0.6236642710733058,0.5,0,LONG,LONG,0.4718858131487889,0.7737151398009922,0.6726012793176971,0.5764548520257451,0.05311633963104731,FDX,TRENDING,2023-07-07 04:00:00+00:00,2023-07-12 04:00:00+00:00,119.48,118.93,0.0046032808838299055,0.0001879045386915114
2023-07-07 04:00:00+00:00,0.5922941777745823,0.5898740211602169,0.605,0,NEUTRAL,NEUTRAL,0.4062989921612542,0.8,0.8,0.3531970924796132,0.05276882533323747,NVDA,TRENDING,2023-07-07 04:00:00+00:00,2023-07-12 04:00:00+00:00,119.48,118.93,0.0046032808838299055,0.0001879045386915114
2023-07-07 04:00:00+00:00,0.5850405134243167,0.58123870645752,0.605,0,NEUTRAL,NEUTRAL,0.4738862730894605,0.8,0.4786924047745643,0.5723761479660552,0.05255121540272951,MSFT,TRENDING,2023-07-07 04:00:00+00:00,2023-07-12 04:00:00+00:00,119.48,118.93,0.0046032808838299055,0.0001879045386915114
2023-07-07 04:00:00+00:00,0.5762148627279298,0.5707319794380117,0.605,0,SHORT,SHORT,0.5475737646640599,0.6271623846910059,0.8,0.30819176839698104,0.04182915670547032,AMD,TRENDING,2023-07-07 04:00:00+00:00,2023-07-12 04:00:00+00:00,119.48,118.93,0.0046032808838299055,0.0001879045386915114
2023-07-07 04:00:00+00:00,0.5711395903106524,0.5646899884650624,0.605,0,NEUTRAL,NEUTRAL,0.35075012297097885,0.8,0.5530576285155288,0.5549522023737419,0.052134187709319574,AMZN,TRENDING,2023-07-07 04:00:00+00:00,2023-07-12 04:00:00+00:00,119.48,118.93,0.0046032808838299055,0.0001879045386915114
2023-07-07 04:00:00+00:00,0.5623945410107154,0.5742792154889469,0.5,0,NEUTRAL,NEUTRAL,0.6275675675675676,0.7359638087347096,0.615447538300161,0.31813794735334944,0.05187183623032147,CCI,TRENDING,2023-07-07 04:00:00+00:00,2023-07-12 04:00:00+00:00,119.48,118.93,0.0046032808838299055,0.0001879045386915114
2023-07-07 04:00:00+00:00,0.5518072958993635,0.541675352261147,0.605,0,NEUTRAL,NEUTRAL,0.5122180451127814,0.8,0.48224281747411213,0.37224054645769455,0.05155421887698091,AAPL,TRENDING,2023-07-07 04:00:00+00:00,2023-07-12 04:00:00+00:00,119.48,118.93,0.0046032808838299055,0.0001879045386915114
2023-07-07 04:00:00+00:00,0.5374727514823887,0.5446104184314151,0.5,0,NEUTRAL,NEUTRAL,0.5343385214007783,0.5,0.7068065021159644,0.43729665020891784,0.051124182544471666,EOG,TRENDING,2023-07-07 04:00:00+00:00,2023-07-12 04:00:00+00:00,119.48,118.93,0.0046032808838299055,0.0001879045386915114
2023-07-07 04:00:00+00:00,0.5341541123380227,0.5206596575452651,0.605,0,SHORT,SHORT,0.5061963654719837,0.6682695265502987,0.5585167090944922,0.34965602906428583,0.040819698696112544,GOOGL,TRENDING,2023-07-07 04:00:00+00:00,2023-07-12 04:00:00+00:00,119.48,118.93,0.0046032808838299055,0.0001879045386915114
2023-07-10 04:00:00+00:00,0.5954249938470237,0.5936011831512188,0.605,0,NEUTRAL,NEUTRAL,0.42083785543737795,0.8,0.8,0.35356687716749696,0.05286274981541071,NVDA,TRENDING,2023-07-10 04:00:00+00:00,2023-07-14 04:00:00+00:00,115.77,118.93,0.02729549969767652,0.001386623770769407
2023-07-10 04:00:00+00:00,0.5904255947961925,0.6076495176145149,0.5,0,LONG,LONG,0.44999999999999996,0.8,0.6659498930089737,0.5146481774490858,0.052712767843885774,FDX,TRENDING,2023-07-10 04:00:00+00:00,2023-07-14 04:00:00+00:00,115.77,118.93,0.02729549969767652,0.001386623770769407
2023-07-10 04:00:00+00:00,0.5849139541226186,0.581088040622165,0.605,0,NEUTRAL,NEUTRAL,0.3696072737020821,0.8,0.8,0.35474488878657773,0.05254741862367856,TSLA,TRENDING,2023-07-10 04:00:00+00:00,2023-07-14 04:00:00+00:00,115.77,118.93,0.02729549969767652,0.001386623770769407
2023-07-10 04:00:00+00:00,0.5701652791588854,0.5635300942367683,0.605,0,SHORT,SHORT,0.49997949138638254,0.6080223099829176,0.8,0.34611857557777304,0.04168396669981325,AMD,TRENDING,2023-07-10 04:00:00+00:00,2023-07-14 04:00:00+00:00,115.77,118.93,0.02729549969767652,0.001386623770769407
