symbol,combined_score,seasonal_score,technical_score,seasonal_direction,technical_direction,direction_aligned,regime_aligned,momentum_score,trend_score,volatility_score,volume_score,price,atr_pct,date
META,0.5799512204237686,0.5,0.5747635652024062,LONG,NEUTRAL,False,True,0.44999999999999996,0.7489837760112947,0.6752676328263265,0.4000745291687628,0,0,2024-01-03
AMD,0.5635874866988462,0.5,0.5524999819031922,LONG,SHORT,False,True,0.25581378920599024,0.8,0.8,0.3787792257069754,0,0,2024-01-03
NVDA,0.546227195114333,0.5,0.5660388501633329,LONG,NEUTRAL,False,False,0.3320227032113867,0.6498138811004571,0.7208889422734716,0.6365504320754267,0,0,2024-01-03
INTC,0.5517388163227082,0.5,0.5363793419356573,LONG,SHORT,False,True,0.21429384965831438,0.8,0.8,0.3604559351908147,0,0,2024-01-04
AMD,0.5455627101242879,0.5,0.5650895858918399,LONG,SHORT,False,False,0.4242242595204516,0.68,0.8,0.3691115401785214,0,0,2024-01-04
JPM,0.539720506069754,0.5,0.5200278994146312,LONG,NEUTRAL,False,True,0.15000000000000002,0.8,0.5457056557520572,0.6294338413210991,0,0,2024-01-04
SPY,0.5210152879047022,0.5,0.4945786229995948,LONG,NEUTRAL,False,True,0.3549154063060753,0.8,0.3265934249344433,0.41392658060441767,0,0,2024-01-04
HD,0.4991156523570883,0.5,0.4987366462244119,LONG,SHORT,False,False,0.3538545719844358,0.68,0.5965438673547819,0.34635750579062347,0,0,2024-01-04
INTC,0.5841993337363199,0.5,0.5805433112058775,LONG,NEUTRAL,False,True,0.33272230889235577,0.8,0.8,0.40363309269085385,0,0,2024-01-05
JPM,0.5671678298537092,0.5,0.5573711970798765,LONG,NEUTRAL,False,True,0.25,0.8,0.54905218898714,0.6628037964122422,0,0,2024-01-05
AMD,0.543882774404557,0.5,0.5626896777207957,LONG,SHORT,False,False,0.42298931383577065,0.68,0.8,0.35896441785032235,0,0,2024-01-05
AMZN,0.5207507740401824,0.5,0.5296439629145464,LONG,SHORT,False,False,0.47592460881934595,0.6149454148858009,0.6029642479200836,0.4089505310949282,0,0,2024-01-05
HD,0.5194194319270367,0.5,0.5277420456100523,LONG,SHORT,False,False,0.45772,0.68,0.5733197124208378,0.35881051562942373,0,0,2024-01-05
INTC,0.5798191663424958,0.5,0.5745838997857085,LONG,NEUTRAL,False,True,0.3475674570727718,0.8,0.8,0.35156831331938476,0,0,2024-01-08
JPM,0.5605271880355717,0.5,0.5483363102524784,LONG,NEUTRAL,False,True,0.25,0.8,0.5368018641833001,0.6298796870790919,0,0,2024-01-08
HD,0.558719737439897,0.5,0.583885339199853,LONG,NEUTRAL,False,False,0.5223335785215152,0.68,0.5542255862400454,0.5617007419769466,0,0,2024-01-08
AMD,0.5413621000881843,0.5,0.5590887144116918,LONG,SHORT,False,False,0.3942672641012124,0.68,0.8,0.3840426759066406,0,0,2024-01-08
DIS,0.5262579763451558,0.5,0.5375113947787941,LONG,NEUTRAL,False,False,0.512648221343873,0.6365446015967788,0.3702814009933522,0.5934863384896405,0,0,2024-01-08
NVDA,0.7299123545150724,0.5,0.6885124978541403,LONG,LONG,True,True,0.5905368457599167,0.7610616287067213,0.7151647775707441,0.7,0,0,2024-01-09
AMD,0.6199564526645958,0.5,0.6291924526048922,LONG,NEUTRAL,False,True,0.3406116242396937,0.8,0.8,0.6350448266649201,0,0,2024-01-09
HD,0.5942432271777855,0.5,0.5942084723507287,LONG,NEUTRAL,False,True,0.47590030010003315,0.8,0.4927366175117286,0.5644552940918651,0,0,2024-01-09
INTC,0.578167650722115,0.5,0.5723369397579796,LONG,NEUTRAL,False,True,0.3329625292740045,0.8,0.7832795223352499,0.37896138254364187,0,0,2024-01-09
META,0.5716715815468792,0.5,0.5634987504039174,LONG,NEUTRAL,False,True,0.25,0.8,0.6479572774852425,0.5945364745343444,0,0,2024-01-09
NVDA,0.7204097130639097,0.5,0.6767590761458375,LONG,LONG,True,True,0.4976361286872827,0.8,0.7373411876982634,0.7,0,0,2024-01-10
AMD,0.6139216230992868,0.5,0.6209818001350841,LONG,NEUTRAL,False,True,0.3177255400254131,0.8,0.8,0.6283206906373007,0,0,2024-01-10
INTC,0.6068052202785887,0.5,0.6112996194266513,LONG,NEUTRAL,False,True,0.33053375196232343,0.8,0.7854370447450574,0.5752604244447139,0,0,2024-01-10
AMZN,0.5962305807279675,0.5,0.5969123547319286,LONG,NEUTRAL,False,True,0.4510847628657919,0.7719082570517659,0.5426216439278451,0.6074505998554615,0,0,2024-01-10
HD,0.5785446394486495,0.5,0.5728498495899994,LONG,NEUTRAL,False,True,0.46070427470217235,0.8,0.42334715717682436,0.5498456787199143,0,0,2024-01-10
META,0.7154233521610496,0.5,0.6705916538788492,LONG,LONG,True,True,0.5599061861415567,0.8,0.636058443135939,0.6770405470459722,0,0,2024-01-11
NVDA,0.7041947492962487,0.5,0.6567034623330226,LONG,LONG,True,True,0.4511665830406423,0.8,0.7341981206466028,0.6725693164575461,0,0,2024-01-11
GOOGL,0.7011906914987484,0.5,0.6529878682730345,LONG,LONG,True,True,0.587159273115981,0.8,0.5992005452241506,0.5849998864670503,0,0,2024-01-11
MSFT,0.6575414433549708,0.5,0.5989999299381208,LONG,LONG,True,True,0.5904377880184335,0.8,0.28652311524329993,0.6228198524196538,0,0,2024-01-11
INTC,0.6192551125626129,0.5,0.6282382483845074,LONG,NEUTRAL,False,True,0.37540485829959513,0.8,0.7950457431761414,0.5830382112970028,0,0,2024-01-11
NVDA,0.7060264064208689,0.5,0.6589689627963746,LONG,LONG,True,True,0.44999999999999996,0.8,0.7286427633327601,0.6912020506491128,0,0,2024-01-12
GOOGL,0.6843948590339101,0.5,0.6322138021446011,LONG,LONG,True,True,0.518554006968641,0.8,0.5811643292780629,0.6020736709919818,0,0,2024-01-12
META,0.6841833051520311,0.5,0.6319521399530377,LONG,LONG,True,True,0.45721288515406133,0.8,0.6444450455811938,0.6294963264529023,0,0,2024-01-12
V,0.6353207863599767,0.5,0.571516124131078,LONG,LONG,True,True,0.55,0.8,0.21242284559637148,0.6201577750590181,0,0,2024-01-12
MSFT,0.6337983114682113,0.5,0.5696330383032916,LONG,LONG,True,True,0.44999999999999996,0.8,0.336489160537765,0.6366760309786926,0,0,2024-01-12
NVDA,0.6900395309186964,0.5,0.6391954618660438,LONG,LONG,True,True,0.44999999999999996,0.8,0.7226795179779099,0.5982977913523091,0,0,2024-01-15
META,0.6867815662054197,0.5,0.63516582090961,LONG,LONG,True,True,0.4571695294996263,0.8,0.6415851272015652,0.6484896830970455,0,0,2024-01-15
GOOGL,0.6820441969925862,0.5,0.6293063661009106,LONG,LONG,True,True,0.5467695735200506,0.8,0.552855486035652,0.573521984188825,0,0,2024-01-15
AMZN,0.6584961651385003,0.5,0.6409041105694808,LONG,LONG,True,False,0.6857456140350877,0.6919785844844403,0.5395730970692589,0.5983611579988526,0,0,2024-01-15
MSFT,0.6355277814616159,0.5,0.5717721477571007,LONG,LONG,True,True,0.44999999999999996,0.8,0.38389603926981825,0.5999646995156855,0,0,2024-01-15
NVDA,0.6900395309186964,0.5,0.6391954618660438,LONG,LONG,True,True,0.44999999999999996,0.8,0.7226795179779099,0.5982977913523091,0,0,2024-01-16
META,0.6867815662054197,0.5,0.63516582090961,LONG,LONG,True,True,0.4571695294996263,0.8,0.6415851272015652,0.6484896830970455,0,0,2024-01-16
GOOGL,0.6820441969925862,0.5,0.6293063661009106,LONG,LONG,True,True,0.5467695735200506,0.8,0.552855486035652,0.573521984188825,0,0,2024-01-16
AMZN,0.6584961651385003,0.5,0.6409041105694808,LONG,LONG,True,False,0.6857456140350877,0.6919785844844403,0.5395730970692589,0.5983611579988526,0,0,2024-01-16
MSFT,0.6355277814616159,0.5,0.5717721477571007,LONG,LONG,True,True,0.44999999999999996,0.8,0.38389603926981825,0.5999646995156855,0,0,2024-01-16
AMD,0.7069604728704785,0.5,0.6601242707117853,LONG,LONG,True,True,0.560414235705951,0.8,0.8,0.45999999999999996,0,0,2024-01-17
NVDA,0.6978964038462074,0.5,0.6489133009847957,LONG,LONG,True,True,0.44999999999999996,0.8,0.7346022286748055,0.634964276249173,0,0,2024-01-17
META,0.6961000770505673,0.5,0.6466914991349009,LONG,LONG,True,True,0.5119009851394224,0.8,0.6541616774614921,0.6114443405038785,0,0,2024-01-17
MSFT,0.6488971711419924,0.5,0.5883081894149564,LONG,LONG,True,True,0.44999999999999996,0.8,0.42486619126450337,0.6416747558102783,0,0,2024-01-17
AMZN,0.6343636457636832,0.5,0.6095631763164716,LONG,LONG,True,False,0.6045222634508347,0.6677789386993098,0.5352865156612082,0.6040775626959332,0,0,2024-01-17
AMD,0.7242846258156608,0.5,0.6815517944535073,LONG,LONG,True,True,0.4718393148450245,0.8,0.8,0.7,0,0,2024-01-18
NVDA,0.7028048539513914,0.5,0.654984358628808,LONG,LONG,True,True,0.44999999999999996,0.8,0.7552226081947958,0.644699184949244,0,0,2024-01-18
META,0.6967213993852072,0.5,0.6474599868710044,LONG,LONG,True,True,0.5144626010781671,0.8,0.6718506044000787,0.5937554283376922,0,0,2024-01-18
MSFT,0.6521666929736649,0.5,0.5923521248901235,LONG,LONG,True,True,0.44999999999999996,0.8,0.45850348929666973,0.6282571351539475,0,0,2024-01-18
V,0.6180163742638058,0.5,0.5501130170238786,LONG,LONG,True,True,0.44999999999999996,0.8,0.25408881404921235,0.6214762710701809,0,0,2024-01-18
AMD,0.7244806024959085,0.5,0.6817941898527006,LONG,LONG,True,True,0.4726472995090017,0.8,0.8,0.7,0,0,2024-01-19
NVDA,0.7052806889779062,0.5,0.6580466159281463,LONG,LONG,True,True,0.44999999999999996,0.8,0.7656047920069851,0.6496282876337462,0,0,2024-01-19
META,0.6988403641850851,0.5,0.6500808462400558,LONG,LONG,True,True,0.49297411104179667,0.8,0.6774877417002476,0.6334553229373364,0,0,2024-01-19
MSFT,0.6609547273461682,0.5,0.6032216788449821,LONG,LONG,True,True,0.44999999999999996,0.8,0.5047338408155797,0.636374553409331,0,0,2024-01-19
DIS,0.6539005370020654,0.5,0.5944966444057703,LONG,LONG,True,True,0.5515702187720536,0.7276116727554508,0.42292487297881065,0.6307855117587842,0,0,2024-01-19
AAPL,0.7546871561504362,0.5,0.7191554188626297,LONG,LONG,True,True,0.7242012779552718,0.8,0.6420904192242238,0.6673847581560173,0,0,2024-01-22
AMD,0.7189875,0.5,0.675,LONG,LONG,True,True,0.44999999999999996,0.8,0.8,0.7,0,0,2024-01-22
NVDA,0.7110832615716454,0.5,0.6652235764646199,LONG,LONG,True,True,0.44999999999999996,0.8,0.7835473913220974,0.6675704910010023,0,0,2024-01-22
META,0.7020659849758547,0.5,0.6540704823449037,LONG,LONG,True,True,0.4671775898520085,0.8,0.6828039602853788,0.6867820666611268,0,0,2024-01-22
QQQ,0.6899768667306401,0.5,0.6391179551399382,LONG,LONG,True,True,0.6169654863290007,0.8,0.37014154620619,0.7,0,0,2024-01-22
AMD,0.7251192183746997,0.5,0.682584067253803,LONG,LONG,True,True,0.47528022417934335,0.8,0.8,0.7,0,0,2024-01-23
AAPL,0.7157349320328643,0.5,0.6709770340542538,LONG,LONG,True,True,0.5843462246777166,0.8,0.638689993666399,0.6396758395882952,0,0,2024-01-23
NVDA,0.7051656706914039,0.5,0.6579043545966652,LONG,LONG,True,True,0.44999999999999996,0.8,0.7826321669245031,0.6318896060588228,0,0,2024-01-23
META,0.6917180093161472,0.5,0.6412715019371023,LONG,LONG,True,True,0.44999999999999996,0.8,0.687100929480703,0.6442565802048085,0,0,2024-01-23
GOOGL,0.6806352352768896,0.5,0.6275636799961528,LONG,LONG,True,True,0.4773364485981306,0.8,0.5420852631975641,0.6797284638860042,0,0,2024-01-23
AMD,0.7065349014441595,0.5,0.6595978991269753,LONG,LONG,True,True,0.44999999999999996,0.8,0.8,0.6229894956348764,0,0,2024-01-24
NVDA,0.6934843541042475,0.5,0.6434562202897309,LONG,LONG,True,True,0.44999999999999996,0.8,0.7702769075495515,0.572004193899103,0,0,2024-01-24
META,0.6842476571378642,0.5,0.6320317342459668,LONG,LONG,True,True,0.44999999999999996,0.8,0.6636640520694259,0.6214946191604083,0,0,2024-01-24
AAPL,0.6731331089250745,0.5,0.6182846121522256,LONG,LONG,True,True,0.46740177909562597,0.8,0.6032746269390791,0.5870457651786098,0,0,2024-01-24
