date,symbol,score,direction,position_size,market_regime,technical_score,seasonal_score,technical_weight,seasonality_weight,seasonality_confidence,return,max_return,max_drawdown,win
2023-07-03,NKE,0.6878208163660591,LONG,0.05563462449098178,mixed,0.7003422041237963,0.5,0.9375,0.0625,0.3,-0.015763907982769672,0.0,-0.042617541930162275,0.0
2023-07-03,UPS,0.6077340278195226,NEUTRAL,0.05323202083458568,mixed,0.6149162963408241,0.5,0.9375,0.0625,0.3,-0.007999129346465685,0.024432714806551716,-0.007999129346465685,0.0
2023-07-03,INTC,0.6033008590168089,NEUTRAL,0.053099025770504266,mixed,0.6101875829512627,0.5,0.9375,0.0625,0.3,0.009518143961927433,0.05264723378941095,0.0,1.0
2023-07-03,ISRG,0.6012331214366293,NEUTRAL,0.053036993643098884,mixed,0.6079819961990712,0.5,0.9375,0.0625,0.3,-0.009165848287355418,0.017528196887182653,-0.012617921018956669,0.0
2023-07-03,NOW,0.5916120237133016,NEUTRAL,0.05274836071139905,mixed,0.597719491960855,0.5,0.9375,0.0625,0.3,0.0025405511041625066,0.017570664629488135,-0.0051344004832376685,1.0
2023-07-03,AMD,0.591359833045185,LONG,0.052740794991355554,mixed,0.5902538735623621,0.605,0.925,0.075,0.3,-0.038853393196339146,0.0,-0.038853393196339146,0.0
2023-07-03,SNPS,0.5900899852749708,NEUTRAL,0.052702699558249126,mixed,0.5960959842933022,0.5,0.9375,0.0625,0.3,-0.010806202622059394,0.006681873689546271,-0.026980945139512998,0.0
2023-07-03,SCHW,0.5884870664673694,NEUTRAL,0.052654611994021085,mixed,0.5943862042318606,0.5,0.9375,0.0625,0.3,0.0024255024255024353,0.030492030492030458,-0.001905751905751896,1.0
2023-07-03,MSFT,0.5828826040418951,NEUTRAL,0.052486478121256855,mixed,0.5810893016669136,0.605,0.925,0.075,0.3,0.01633184413740046,0.018225391283765865,-0.009704429125121964,1.0
2023-07-03,INTU,0.5803115865339338,NEUTRAL,0.052409347596018015,mixed,0.5856656923028627,0.5,0.9375,0.0625,0.3,-0.026861837588856647,0.0074849967889806576,-0.028256970126447706,0.0
2023-07-03,TMO,0.5797739183988706,LONG,0.05239321755196612,mixed,0.585092179625462,0.5,0.9375,0.0625,0.3,0.00028895609793680964,0.002870297239506095,-0.010363892046001803,1.0
2023-07-03,ETN,0.5787930061072074,NEUTRAL,0.05236379018321623,mixed,0.5840458731810212,0.5,0.9375,0.0625,0.3,-0.011663260728704598,0.014354782435328691,-0.012111847679808637,0.0
2023-07-03,LLY,0.5763283649327949,NEUTRAL,0.05228985094798385,mixed,0.5814169225949812,0.5,0.9375,0.0625,0.3,0.04774392093970792,0.04774392093970792,-0.009275714099952261,1.0
2023-07-03,GOOGL,0.5704353731102969,NEUTRAL,0.05211306119330891,mixed,0.5676328357949156,0.605,0.925,0.075,0.3,0.023019182652210216,0.02877397831526274,-0.015429524603836483,1.0
2023-07-03,CRM,0.5671057945204538,NEUTRAL,0.052013173835613616,mixed,0.5715795141551507,0.5,0.9375,0.0625,0.3,-0.04497991967871477,0.009733049846444613,-0.04497991967871477,0.0
2023-07-03,NVDA,0.565646114955864,NEUTRAL,0.051969383448675924,mixed,0.5624552594117449,0.605,0.925,0.075,0.3,0.0001886214132459012,0.00730907976328018,-0.002121990899016757,1.0
2023-07-03,C,0.5621955230396345,NEUTRAL,0.05186586569118904,mixed,0.5663418912422767,0.5,0.9375,0.0625,0.3,0.004492939666238786,0.02909713307659391,-0.0012836970474966872,1.0
2023-07-03,GOOG,0.5580093343373252,NEUTRAL,0.05174028003011976,mixed,0.5618766232931469,0.5,0.9375,0.0625,0.3,0.023639681486396884,0.030607166556071645,-0.01716987392169868,1.0
2023-07-03,RTX,0.5530340956231192,NEUTRAL,0.05159102286869358,mixed,0.5565697019979938,0.5,0.9375,0.0625,0.3,0.003658908425653008,0.00985872548023172,0.0,1.0
2023-07-03,BLK,0.5525802999399525,NEUTRAL,0.05157740899819858,mixed,0.5560856532692827,0.5,0.9375,0.0625,0.3,-0.023962628680181095,0.018671241961994354,-0.023962628680181095,0.0
2023-07-03,AMAT,0.5508787751825516,NEUTRAL,0.05152636325547655,mixed,0.554270693528055,0.5,0.9375,0.0625,0.3,0.054375472606035584,0.054375472606035584,0.0,1.0
2023-07-03,NFLX,0.5426279611019462,SHORT,0.04102307106644671,mixed,0.5454698251754093,0.5,0.9375,0.0625,0.3,0.002786335628851074,0.007566147154766163,-0.010103298296484186,1.0
2023-07-03,TGT,0.5407274522859856,SHORT,0.04097745885486366,mixed,0.543442615771718,0.5,0.9375,0.0625,0.3,0.010900192792525784,0.035666617232685764,0.0,1.0
2023-07-03,PLD,0.5401134034743862,SHORT,0.04096272168338527,mixed,0.5427876303726786,0.5,0.9375,0.0625,0.3,0.0050867985466289505,0.016471538150989035,-0.0011303996770286684,1.0
2023-07-03,AMT,0.5386488743729337,SHORT,0.040927572984950415,mixed,0.541225465997796,0.5,0.9375,0.0625,0.3,0.002255947497949127,0.007639458572600393,-0.01702214930270725,1.0
2023-07-04,NKE,0.6878208163660591,LONG,0.05563462449098178,mixed,0.7003422041237963,0.5,0.9375,0.0625,0.3,-0.015763907982769672,0.0,-0.042617541930162275,0.0
2023-07-04,UPS,0.6077340278195226,NEUTRAL,0.05323202083458568,mixed,0.6149162963408241,0.5,0.9375,0.0625,0.3,-0.007999129346465685,0.024432714806551716,-0.007999129346465685,0.0
2023-07-04,INTC,0.6033008590168089,NEUTRAL,0.053099025770504266,mixed,0.6101875829512627,0.5,0.9375,0.0625,0.3,0.009518143961927433,0.05264723378941095,0.0,1.0
2023-07-04,ISRG,0.6012331214366293,NEUTRAL,0.053036993643098884,mixed,0.6079819961990712,0.5,0.9375,0.0625,0.3,-0.009165848287355418,0.017528196887182653,-0.012617921018956669,0.0
2023-07-04,NOW,0.5916120237133016,NEUTRAL,0.05274836071139905,mixed,0.597719491960855,0.5,0.9375,0.0625,0.3,0.0025405511041625066,0.017570664629488135,-0.0051344004832376685,1.0
2023-07-04,AMD,0.591359833045185,LONG,0.052740794991355554,mixed,0.5902538735623621,0.605,0.925,0.075,0.3,-0.038853393196339146,0.0,-0.038853393196339146,0.0
2023-07-04,SNPS,0.5900899852749708,NEUTRAL,0.052702699558249126,mixed,0.5960959842933022,0.5,0.9375,0.0625,0.3,-0.010806202622059394,0.006681873689546271,-0.026980945139512998,0.0
2023-07-04,SCHW,0.5884870664673694,NEUTRAL,0.052654611994021085,mixed,0.5943862042318606,0.5,0.9375,0.0625,0.3,0.0024255024255024353,0.030492030492030458,-0.001905751905751896,1.0
2023-07-04,MSFT,0.5828826040418951,NEUTRAL,0.052486478121256855,mixed,0.5810893016669136,0.605,0.925,0.075,0.3,0.01633184413740046,0.018225391283765865,-0.009704429125121964,1.0
2023-07-04,INTU,0.5803115865339338,NEUTRAL,0.052409347596018015,mixed,0.5856656923028627,0.5,0.9375,0.0625,0.3,-0.026861837588856647,0.0074849967889806576,-0.028256970126447706,0.0
2023-07-04,TMO,0.5797739183988706,LONG,0.05239321755196612,mixed,0.585092179625462,0.5,0.9375,0.0625,0.3,0.00028895609793680964,0.002870297239506095,-0.010363892046001803,1.0
2023-07-04,ETN,0.5787930061072074,NEUTRAL,0.05236379018321623,mixed,0.5840458731810212,0.5,0.9375,0.0625,0.3,-0.011663260728704598,0.014354782435328691,-0.012111847679808637,0.0
2023-07-04,LLY,0.5763283649327949,NEUTRAL,0.05228985094798385,mixed,0.5814169225949812,0.5,0.9375,0.0625,0.3,0.04774392093970792,0.04774392093970792,-0.009275714099952261,1.0
2023-07-04,GOOGL,0.5704353731102969,NEUTRAL,0.05211306119330891,mixed,0.5676328357949156,0.605,0.925,0.075,0.3,0.023019182652210216,0.02877397831526274,-0.015429524603836483,1.0
2023-07-04,CRM,0.5671057945204538,NEUTRAL,0.052013173835613616,mixed,0.5715795141551507,0.5,0.9375,0.0625,0.3,-0.04497991967871477,0.009733049846444613,-0.04497991967871477,0.0
2023-07-04,NVDA,0.565646114955864,NEUTRAL,0.051969383448675924,mixed,0.5624552594117449,0.605,0.925,0.075,0.3,0.0001886214132459012,0.00730907976328018,-0.002121990899016757,1.0
2023-07-04,C,0.5621955230396345,NEUTRAL,0.05186586569118904,mixed,0.5663418912422767,0.5,0.9375,0.0625,0.3,0.004492939666238786,0.02909713307659391,-0.0012836970474966872,1.0
2023-07-04,GOOG,0.5580093343373252,NEUTRAL,0.05174028003011976,mixed,0.5618766232931469,0.5,0.9375,0.0625,0.3,0.023639681486396884,0.030607166556071645,-0.01716987392169868,1.0
2023-07-04,RTX,0.5530340956231192,NEUTRAL,0.05159102286869358,mixed,0.5565697019979938,0.5,0.9375,0.0625,0.3,0.003658908425653008,0.00985872548023172,0.0,1.0
2023-07-04,BLK,0.5525802999399525,NEUTRAL,0.05157740899819858,mixed,0.5560856532692827,0.5,0.9375,0.0625,0.3,-0.023962628680181095,0.018671241961994354,-0.023962628680181095,0.0
2023-07-04,AMAT,0.5508787751825516,NEUTRAL,0.05152636325547655,mixed,0.554270693528055,0.5,0.9375,0.0625,0.3,0.054375472606035584,0.054375472606035584,0.0,1.0
2023-07-04,NFLX,0.5426279611019462,SHORT,0.04102307106644671,mixed,0.5454698251754093,0.5,0.9375,0.0625,0.3,0.002786335628851074,0.007566147154766163,-0.010103298296484186,1.0
2023-07-04,TGT,0.5407274522859856,SHORT,0.04097745885486366,mixed,0.543442615771718,0.5,0.9375,0.0625,0.3,0.010900192792525784,0.035666617232685764,0.0,1.0
2023-07-04,PLD,0.5401134034743862,SHORT,0.04096272168338527,mixed,0.5427876303726786,0.5,0.9375,0.0625,0.3,0.0050867985466289505,0.016471538150989035,-0.0011303996770286684,1.0
2023-07-04,AMT,0.5386488743729337,SHORT,0.040927572984950415,mixed,0.541225465997796,0.5,0.9375,0.0625,0.3,0.002255947497949127,0.007639458572600393,-0.01702214930270725,1.0
2023-07-05,NKE,0.6878208163660591,LONG,0.05563462449098178,mixed,0.7003422041237963,0.5,0.9375,0.0625,0.3,0.006162464985994499,0.006162464985994499,-0.024649859943977597,1.0
2023-07-05,UPS,0.6077340278195226,NEUTRAL,0.05323202083458568,mixed,0.6149162963408241,0.5,0.9375,0.0625,0.3,-0.03622826026559988,0.003833972328721441,-0.03622826026559988,0.0
2023-07-05,INTC,0.6033008590168089,NEUTRAL,0.053099025770504266,mixed,0.6101875829512627,0.5,0.9375,0.0625,0.3,-0.045216856351891696,0.020301445709012506,-0.045216856351891696,0.0
2023-07-05,ISRG,0.6012331214366293,NEUTRAL,0.053036993643098884,mixed,0.6079819961990712,0.5,0.9375,0.0625,0.3,-0.04103147743268738,0.011231243822815897,-0.04103147743268738,0.0
2023-07-05,NOW,0.5916120237133016,NEUTRAL,0.05274836071139905,mixed,0.597719491960855,0.5,0.9375,0.0625,0.3,0.007812499999999928,0.02258908371040719,0.0,1.0
2023-07-05,AMD,0.591359833045185,LONG,0.052740794991355554,mixed,0.5902538735623621,0.605,0.925,0.075,0.3,0.005528740675734931,0.005528740675734931,-0.023080298376480998,1.0
2023-07-05,SNPS,0.5900899852749708,NEUTRAL,0.052702699558249126,mixed,0.5960959842933022,0.5,0.9375,0.0625,0.3,-0.019896473633128468,0.0037666959375144324,-0.0299949161159126,0.0
2023-07-05,SCHW,0.5884870664673694,NEUTRAL,0.052654611994021085,mixed,0.5943862042318606,0.5,0.9375,0.0625,0.3,-0.03034044805080259,0.012877050626212682,-0.03034044805080259,0.0
2023-07-05,MSFT,0.5828826040418951,NEUTRAL,0.052486478121256855,mixed,0.5810893016669136,0.605,0.925,0.075,0.3,0.0028094041106017705,0.018689930504214088,-0.009226674552713306,1.0
2023-07-05,INTU,0.5803115865339338,NEUTRAL,0.052409347596018015,mixed,0.5856656923028627,0.5,0.9375,0.0625,0.3,-0.04149921369910886,0.021077232220863135,-0.04149921369910886,0.0
2023-07-05,TMO,0.5797739183988706,LONG,0.05239321755196612,mixed,0.585092179625462,0.5,0.9375,0.0625,0.3,0.010218978102189658,0.010218978102189658,-0.0131963119477526,1.0
2023-07-05,ETN,0.5787930061072074,NEUTRAL,0.05236379018321623,mixed,0.5840458731810212,0.5,0.9375,0.0625,0.3,-0.015183509301156268,0.005781799899446986,-0.020915032679738543,0.0
2023-07-05,LLY,0.5763283649327949,NEUTRAL,0.05228985094798385,mixed,0.5814169225949812,0.5,0.9375,0.0625,0.3,0.0538973588146875,0.05649559802447929,0.0,1.0
2023-07-05,GOOGL,0.5704353731102969,NEUTRAL,0.05211306119330891,mixed,0.5676328357949156,0.605,0.925,0.075,0.3,0.02316221765913752,0.043531827515400384,0.0,1.0
2023-07-05,CRM,0.5671057945204538,NEUTRAL,0.052013173835613616,mixed,0.5715795141551507,0.5,0.9375,0.0625,0.3,-0.0629501449817604,0.019782995042559114,-0.0629501449817604,0.0
2023-07-05,NVDA,0.565646114955864,NEUTRAL,0.051969383448675924,mixed,0.5624552594117449,0.605,0.925,0.075,0.3,-0.03745539617647746,0.005057069262944073,-0.03745539617647746,0.0
2023-07-05,C,0.5621955230396345,NEUTRAL,0.05186586569118904,mixed,0.5663418912422767,0.5,0.9375,0.0625,0.3,-0.012393162393162509,0.030341880341880227,-0.012393162393162509,0.0
2023-07-05,GOOG,0.5580093343373252,NEUTRAL,0.05174028003011976,mixed,0.5618766232931469,0.5,0.9375,0.0625,0.3,0.024545380412623264,0.046970561852727646,0.0,1.0
2023-07-05,RTX,0.5530340956231192,NEUTRAL,0.05159102286869358,mixed,0.5565697019979938,0.5,0.9375,0.0625,0.3,0.014454397394136826,0.014454397394136826,0.0,1.0
2023-07-05,BLK,0.5525802999399525,NEUTRAL,0.05157740899819858,mixed,0.5560856532692827,0.5,0.9375,0.0625,0.3,-0.04787610236277291,0.017608937257335918,-0.04787610236277291,0.0
2023-07-05,AMAT,0.5508787751825516,NEUTRAL,0.05152636325547655,mixed,0.554270693528055,0.5,0.9375,0.0625,0.3,0.0236890201040349,0.03303809925488534,0.0,1.0
2023-07-05,NFLX,0.5426279611019462,SHORT,0.04102307106644671,mixed,0.5454698251754093,0.5,0.9375,0.0625,0.3,0.004148912312177542,0.01749271137026229,0.0,1.0
2023-07-05,TGT,0.5407274522859856,SHORT,0.04097745885486366,mixed,0.543442615771718,0.5,0.9375,0.0625,0.3,-0.0027159562429270854,0.01886080724254998,-0.0063372312334966045,0.0
2023-07-05,PLD,0.5401134034743862,SHORT,0.04096272168338527,mixed,0.5427876303726786,0.5,0.9375,0.0625,0.3,-0.010081458182111461,0.01758206306960233,-0.010081458182111461,0.0
2023-07-05,AMT,0.5386488743729337,SHORT,0.040927572984950415,mixed,0.541225465997796,0.5,0.9375,0.0625,0.3,0.014771123210324696,0.024248840492034695,0.0,1.0
2023-07-06,NKE,0.6878208163660591,LONG,0.05563462449098178,mixed,0.7003422041237963,0.5,0.9375,0.0625,0.3,0.02607040913415803,0.02607040913415803,-0.006089438629876314,1.0
2023-07-06,UPS,0.6077340278195226,NEUTRAL,0.05323202083458568,mixed,0.6149162963408241,0.5,0.9375,0.0625,0.3,-0.03391343150379302,0.0,-0.04021642124051767,0.0
2023-07-06,INTC,0.6033008590168089,NEUTRAL,0.053099025770504266,mixed,0.6101875829512627,0.5,0.9375,0.0625,0.3,-0.05943071629652795,0.0037535189239911618,-0.06287144197685324,0.0
2023-07-06,ISRG,0.6012331214366293,NEUTRAL,0.053036993643098884,mixed,0.6079819961990712,0.5,0.9375,0.0625,0.3,-0.050978372811534625,0.0,-0.052856363966801934,0.0
