date,symbol,direction,entry_price,exit_price,return,win,score,technical_score,seasonal_score,period
2023-01-04 05:00:00+00:00,AMZN,NEUTRAL,85.14,83.12,2.372562837679112,True,0,0.6509555850428592,0.605,Full Year 2023
2023-01-04 05:00:00+00:00,TSLA,NEUTRAL,113.64,110.34,2.9039070749735982,True,0,0.6203013636187882,0.605,Full Year 2023
2023-01-04 05:00:00+00:00,NEM,LONG,51.51,51.21,-0.5824111822946946,False,0,0.6621144294560919,0.5,Full Year 2023
2023-01-04 05:00:00+00:00,CCI,LONG,143.35,140.75,-1.8137425880711506,False,0,0.64452651091636,0.5,Full Year 2023
2023-01-04 05:00:00+00:00,NVDA,NEUTRAL,147.49,142.65,3.2815784120957376,True,0,0.5927959539182895,0.605,Full Year 2023
2023-01-04 05:00:00+00:00,AAPL,NEUTRAL,126.36,125.02,1.0604621715732854,True,0,0.5747865283816561,0.605,Full Year 2023
2023-01-04 05:00:00+00:00,FDX,LONG,181.45,181.28,-0.0936897216864081,False,0,0.6175520783515274,0.5,Full Year 2023
2023-01-04 05:00:00+00:00,SO,LONG,72.51,70.38,-2.9375258585022888,False,0,0.6087296977414676,0.5,Full Year 2023
2023-01-04 05:00:00+00:00,MSFT,SHORT,229.1,222.31,2.9637712789175,True,0,0.5125,0.605,Full Year 2023
2023-01-04 05:00:00+00:00,GOOGL,SHORT,88.08,86.2,2.134423251589459,True,0,0.4995463520221842,0.605,Full Year 2023
2023-01-05 05:00:00+00:00,AMZN,NEUTRAL,83.12,86.08,-3.5611164581328127,False,0,0.6042788897831696,0.605,Full Year 2023
2023-01-05 05:00:00+00:00,NEM,LONG,51.21,52.69,2.8900605350517417,True,0,0.6219213975152023,0.5,Full Year 2023
2023-01-05 05:00:00+00:00,TSLA,SHORT,110.34,113.06,-2.465107848468369,False,0,0.5620986325330074,0.605,Full Year 2023
2023-01-05 05:00:00+00:00,CCI,LONG,140.75,145.71,3.523978685612794,True,0,0.604562996833913,0.5,Full Year 2023
2023-01-05 05:00:00+00:00,FDX,LONG,181.28,185.77,2.476831421006183,True,0,0.6014825153433833,0.5,Full Year 2023
