date,close,lower_band,middle_band,upper_band,rsi,atr,lower_band_distance,upper_band_distance,near_lower_band,near_upper_band,rsi_oversold,rsi_overbought,long_signal,short_signal
2023-02-01,145.43,130.49463131830575,136.79699999999997,143.0993686816942,80.51636878242482,3.6497486896460147,0.10269798997245587,-0.01602579466620243,False,True,False,True,False,True
2023-02-02,150.82,131.49238175135832,138.02,144.5476182486417,84.52409894853352,3.5883380689570132,0.1281502337133117,-0.041588527724163216,False,True,False,True,False,True
2023-02-03,154.5,132.74369304401645,139.494,146.24430695598355,86.55721253254124,3.5534567783172264,0.14081752075070256,-0.05343490643376345,False,True,False,True,False,True
2023-02-06,151.73,133.74707672425296,140.5995,147.45192327574705,78.22660258514907,3.56248129415171,0.11851923334704427,-0.02819532540863996,False,True,False,True,False,True
2023-02-07,154.65,134.76289219794813,141.8245,148.88610780205187,80.37124129498275,3.4837326302837295,0.12859429551924909,-0.03727056060748877,False,True,False,True,False,True
2023-02-08,151.92,135.97854389630925,142.88400000000001,149.78945610369078,73.11975322208568,3.3956088709777488,0.10493322869727977,-0.014024117274283873,False,True,False,True,False,True
2023-02-09,150.87,136.99233353877003,143.75300000000001,150.51366646123,70.4856165796837,3.3244939516221956,0.09198426765579623,-0.002361858147875669,False,True,False,True,False,True
2023-02-10,151.01,138.13557504852884,144.63299999999998,151.13042495147113,70.63750336232472,3.287744383649182,0.08525544633779986,0.0007974634227609855,False,True,False,True,False,True
2023-02-13,153.85,139.20946670203114,145.58750000000003,151.96553329796893,73.60495507733525,3.4243340705313847,0.09516108740961234,-0.01224872734501828,False,True,False,True,False,True
2023-02-14,153.2,140.27163807000025,146.45049999999998,152.6293619299997,71.8160315173379,3.556167351207715,0.08438878544386252,-0.0037247915796363275,False,True,False,True,False,True
2023-02-15,155.33,141.55809913620647,147.45649999999998,153.3549008637935,74.04241488380997,3.509291111835736,0.08866220861258962,-0.012715503355478809,False,True,False,True,False,True
2023-02-16,153.71,143.042694273589,148.37849999999997,153.71430572641094,69.5428513151683,3.392198889561755,0.06939890525282025,2.8012012301955826e-05,False,True,False,True,False,True
2023-02-17,152.55,144.28749132125134,149.1125,153.93750867874869,66.42984012160585,3.4577561117359155,0.054162626540469834,0.009095435455579637,False,False,False,True,False,False
2023-02-21,148.48,145.01301175023926,149.481,153.94898824976073,56.8193496771969,3.4486592466119212,0.023349866983841137,0.03683316439763431,False,False,False,True,False,False
2023-02-22,148.91,145.62128727955607,149.8,153.97871272044395,57.518611434994206,3.590897871853927,0.022085237529003595,0.03403876650623836,False,False,False,True,False,False
2023-02-23,149.4,146.41198592300108,150.177,153.9420140769989,58.34639257304597,3.57011945243579,0.020000094223553696,0.030401700649256333,False,False,False,True,False,False
2023-02-24,146.71,146.73331657129938,150.3145,153.89568342870064,52.31915354756004,3.552610920118949,-0.00015892966600351206,0.04897882508827365,True,False,False,True,False,False
2023-02-27,147.92,146.9296831372563,150.414,153.89831686274368,54.591424201346186,3.643138711539026,0.006694949045049331,0.04041587927760747,False,False,False,True,False,False
2023-02-28,147.41,147.50485549143357,150.6345,153.76414450856643,53.4355361783964,3.558628803571953,-0.0006434807098132915,0.04310524732763337,True,False,False,True,False,False
2023-03-01,145.31,147.65285185852363,150.6855,153.71814814147635,48.849038663323185,3.566583889031098,-0.016123128886681097,0.05786352034599371,True,False,False,False,False,False
2023-03-02,145.91,147.71690334324853,150.7095,153.70209665675145,50.16517407891895,3.5161136112431635,-0.01238368407407673,0.05340344497807864,True,False,False,False,False,False
2023-03-03,151.03,147.72666573867866,150.71999999999997,153.71333426132128,59.69542819447256,3.574248353297222,0.021872040398075478,0.017766895724831342,False,False,False,True,False,False
2023-03-06,153.83,147.73216204539833,150.6865,153.64083795460166,63.77532169324699,3.5953806137759905,0.03964010891634718,-0.0012296824117424936,False,True,False,True,False,True
2023-03-07,151.6,147.7278228372945,150.68,153.63217716270552,58.68059880487859,3.5164248556491344,0.025542065717054734,0.013404862550827987,False,False,False,True,False,False
2023-03-08,152.87,147.73457058550366,150.591,153.44742941449636,60.610486627116,3.472394508817054,0.033593441581058044,0.0037772578955736933,False,True,False,True,False,True
2023-03-09,150.59,147.68434951983173,150.5245,153.36465048016825,55.59058612574422,3.4036520439015514,0.019295109105307632,0.01842519742458495,False,False,False,True,False,False
2023-03-10,148.5,147.53347950398958,150.406,153.27852049601043,51.3889968063099,3.4033911836228694,0.0065085555286896815,0.032178589198723434,False,False,False,True,False,False
2023-03-13,150.47,147.50974765836114,150.379,153.24825234163885,54.85275987631519,3.2817203847926635,0.01967337237747633,0.018463828946892052,False,False,False,True,False,False
2023-03-14,152.59,147.5105278472243,150.316,153.1214721527757,58.29657358597901,3.2680260715931877,0.03328836852202443,0.003483007751331711,False,True,False,True,False,True
