date,close,lower_band,middle_band,upper_band,rsi,atr,lower_band_distance,upper_band_distance,near_lower_band,near_upper_band,rsi_oversold,rsi_overbought,long_signal,short_signal
2023-02-01,209.43,156.463840627723,176.04699999999997,195.63015937227695,77.43423211204616,10.06427298292218,0.25290626640059694,-0.06589237753771215,False,True,False,True,False,True
2023-02-02,217.09,159.15935381788066,179.527,199.89464618211932,79.4023242538646,9.833253484142023,0.2668508276849203,-0.07920841041909202,False,True,False,True,False,True
2023-02-03,211.0,163.33089414207578,182.9445,202.55810585792423,73.88504389946613,11.369449663846165,0.22591993297594418,-0.040008976976662405,False,True,False,True,False,True
2023-02-06,210.89,167.21735907201628,186.0595,204.90164092798375,73.78531481136967,11.069488973571438,0.20708730109528053,-0.028395652103069078,False,True,False,True,False,True
2023-02-07,221.73,170.26382452356808,189.332,208.4001754764319,77.06997946020935,10.703054046887761,0.2321119175412976,-0.06011737033134027,False,True,False,True,False,True
2023-02-08,222.05,173.46737629889026,192.48000000000002,211.49262370110978,77.16095605751231,10.380693043538637,0.21879136996671808,-0.047545040751588524,False,True,False,True,False,True
2023-02-09,223.37,177.03514970779594,195.64799999999997,214.260850292204,77.5565266081345,10.173193540428732,0.20743542235843695,-0.040780542184698065,False,True,False,True,False,True
2023-02-10,212.65,180.45761559024794,198.025,215.59238440975207,67.35385258066549,10.12396543039811,0.15138671248413857,0.013836747753360289,False,False,False,True,False,False
2023-02-13,217.88,183.73041684858455,200.46949999999998,217.2085831514154,69.46439359557837,9.95082504251253,0.1567357405517507,-0.003081590088969087,False,True,False,True,False,True
2023-02-14,229.71,186.11833828195088,203.104,220.08966171804914,73.61892533468286,9.783623253761634,0.1897682369859785,-0.04188036342323305,False,True,False,True,False,True
2023-02-15,227.64,189.41658583900153,205.79749999999999,222.17841416099844,71.77865703594065,9.71622159277866,0.16791167703829935,-0.023992206286248215,False,True,False,True,False,True
2023-02-16,220.02,194.31528391889262,208.416,222.51671608110738,65.30692921550502,9.673634336151613,0.11682899773251246,0.011347677852501433,False,False,False,True,False,False
2023-02-17,213.88,197.8577762639391,210.1905,222.52322373606088,60.56814157607041,9.747774740712213,0.07491221122153034,0.040411556648872686,False,False,False,True,False,False
2023-02-21,206.55,199.27881634244065,210.9215,222.56418365755937,55.3999604557951,9.695076544947057,0.035203019402369216,0.07753175336509008,False,False,False,True,False,False
2023-02-22,207.54,200.76292043503307,211.66600000000003,222.56907956496698,55.94670912782878,9.717571077450838,0.03265432959895406,0.07241533952475182,False,False,False,True,False,False
2023-02-23,236.64,202.5070338718014,213.83650000000003,225.16596612819865,68.26260989370185,9.918458857632922,0.1442400529420156,-0.048487296618497884,False,True,False,True,False,True
2023-02-24,232.86,204.1369602107059,215.5785,227.0200397892941,65.69343716259186,9.871426082087714,0.12334896413851291,-0.025079276005779975,False,True,False,True,False,True
2023-02-27,235.01,205.3052621951926,217.1465,228.9877378048074,66.46651017286581,10.376324219081448,0.12639776096679883,-0.025625557189875248,False,True,False,True,False,True
2023-02-28,232.16,208.4591949478746,219.17350000000002,229.88780505212543,64.39500247917604,10.248015346289918,0.10208823678551598,-0.009787193951906302,False,True,False,True,False,True
2023-03-01,226.98,211.42581185867263,220.75399999999996,230.0821881413273,60.692556840116346,10.154707107269209,0.06852669019881645,0.013667231215645888,False,False,False,True,False,False
2023-03-02,233.14,212.61916284139895,221.9395,231.25983715860107,63.38837831361678,10.151513742464266,0.08801937530497143,-0.008064522782014728,False,True,False,True,False,True
2023-03-03,238.9,213.08582884298542,223.02999999999997,232.97417115701452,65.7535279704527,10.419262760859672,0.10805429534120797,-0.024804641452429808,False,True,False,True,False,True
2023-03-06,235.54,214.35902187312982,224.25699999999998,234.15497812687013,63.189140843819274,10.411458277941124,0.08992518522064266,-0.005880198153731249,False,True,False,True,False,True
2023-03-07,232.88,215.78858263256836,225.3565,234.92441736743166,61.15571373038209,10.264925543802473,0.07339152081514785,0.008778844758809959,False,False,False,True,False,False
2023-03-08,241.81,216.19116694664788,226.3605,236.52983305335212,65.20398974512148,9.985288004959441,0.10594612734523849,-0.02183601565960002,False,True,False,True,False,True
2023-03-09,234.36,216.71407649609486,226.97599999999997,237.23792350390508,59.621412661402964,9.75848171889091,0.07529409243857804,0.012279926198604992,False,False,False,True,False,False
2023-03-10,229.65,217.0471571329049,227.28999999999996,237.532842867095,56.337386758965685,9.538590167541555,0.05487847971737466,0.03432546425906818,False,False,False,True,False,False
2023-03-13,229.66,218.4576881795627,228.14049999999997,237.82331182043725,56.342884991724844,9.225119441288589,0.04877780989478926,0.03554520517476817,False,False,False,True,False,False
2023-03-14,240.63,219.53128640002183,229.27800000000002,239.0247135999782,61.99652347334095,9.087118052625117,0.0876811436644565,-0.006671181482033755,False,True,False,True,False,True
