symbol,direction,entry_price,entry_time,exit_price,exit_time,profit_loss,reason
SPY,short,391.49,2023-01-18 05:00:00+00:00,402.8408,2023-01-26 05:00:00+00:00,-283.7699999999998,stop_loss
GOOGL,short,104.78,2023-02-03 05:00:00+00:00,94.42787857142858,2023-02-09 05:00:00+00:00,1169.7897214285708,take_profit
QQQ,short,306.18,2023-02-03 05:00:00+00:00,285.94307142857144,2023-03-13 04:00:00+00:00,647.581714285714,take_profit
META,short,186.53,2023-02-03 05:00:00+00:00,201.10614285714286,2023-03-16 04:00:00+00:00,-1107.7868571428571,stop_loss
AMZN,short,98.95,2023-03-17 04:00:00+00:00,103.29,2023-03-31 04:00:00+00:00,-438.3400000000004,end_of_backtest
