period,total_trades,trades_with_returns,win_rate,avg_return,total_return,best_trade,worst_trade,sharpe
20230101_20230331,1625,1600,0.641875,0.01511645925319164,24.186334805106625,0.3333833008544448,-0.1387592293982856,0.29213754494167854
20230701_20230930,1625,1600,0.544375,0.0013047295920070622,2.0875673472112997,0.1234046932894194,-0.1848132487667372,0.03320940291761535
20231001_20231231,1625,1600,0.53875,0.0020850428350850984,3.3360685361361573,0.1829310049649033,-0.2058895135230845,0.048332214357864216
